As At Date	Active cases	Cluster name	Cluster Category
2021-11-28 00:00:00.000	10	45967 St Clement of Rome School Bulleen	Education
2021-11-11 00:00:00.000	10	Northern Bay College Goldsworthy 9-12 Campus Corio	Education
2021-10-22 00:00:00.000	10	Yarrabah School Aspendale	Education
2021-12-11 00:00:00.000	10	St.Thomas Aquinas College Tynong	Education
2021-11-24 00:00:00.000	10	45967 St Clement of Rome School Bulleen	Education
2021-11-11 00:00:00.000	10	Chairo Christian School Pakenham Campus Pakenham	Education
2021-11-26 00:00:00.000	10	45967 St Clement of Rome School Bulleen	Education
2021-11-08 00:00:00.000	10	Hamlyn Views School Hamlyn Heights	Education
2021-11-26 00:00:00.000	10	Adass Israel School Elsternwick	Education
2021-10-24 00:00:00.000	10	Catholic Regional College Melton	Education
2021-12-17 00:00:00.000	10	46327 Victory Christian College Strathdale	Education
2021-10-21 00:00:00.000	10	Yarrabah School Aspendale	Education
2021-11-09 00:00:00.000	10	Yeshivah College St Kilda East	Education
2021-11-22 00:00:00.000	10	45967 St Clement of Rome School Bulleen	Education
2021-12-17 00:00:00.000	10	45305 Lockington Consolidated School	Education
2021-12-28 00:00:00.000	10	PGL Camp Rumbug Foster North	Education
2021-09-30 00:00:00.000	10	Ilim College Glenroy Campus Hadfield	Education
2021-12-20 00:00:00.000	10	46104 Clairvaux Catholic School Belmont	Education
2021-11-01 00:00:00.000	10	Hamlyn Views School Hamlyn Heights	Education
2021-11-13 00:00:00.000	10	Gladstone Park Secondary College 29 Oct Gladstone Park	Education
2021-11-17 00:00:00.000	10	45804 St Therese's School Essendon	Education
2021-12-06 00:00:00.000	10	46328 Ilim College Inverloch Crescent Dallas	Education
2021-12-11 00:00:00.000	10	Bialik College Hawthorn	Education
2021-12-16 00:00:00.000	10	46327 Victory Christian College Strathdale	Education
2021-12-11 00:00:00.000	10	Ballarat High School Lake Gardens	Education
2021-12-11 00:00:00.000	10	Ilim College Inverloch Crescent Dallas	Education
2021-11-24 00:00:00.000	10	Adass Israel School Elsternwick	Education
2021-11-10 00:00:00.000	10	Darul Ulum College of Victoria Fawkner Oct	Education
2021-11-23 00:00:00.000	10	Adass Israel School Elsternwick	Education
2021-12-15 00:00:00.000	10	45350 Ballarat High School Lake Gardens	Education
2021-11-23 00:00:00.000	10	50681 Broadmeadows Special Developmental School Broadmeadows	Education
2021-12-11 00:00:00.000	10	Marymede Catholic College South Morang	Education
2021-12-12 00:00:00.000	10	46306 King's College Warrnambool	Education
2021-12-13 00:00:00.000	10	46306 King's College Warrnambool	Education
2021-10-23 00:00:00.000	10	Yarrabah School Aspendale	Education
2021-12-09 00:00:00.000	10	Red Hill Consolidated School Red Hill	Education
2021-12-09 00:00:00.000	10	Gilson College Taylors Hill	Education
2021-12-08 00:00:00.000	10	46239 Gilson College Taylors Hill	Education
2021-12-09 00:00:00.000	10	Mount Ridley College Craigieburn	Education
2021-12-14 00:00:00.000	10	50722 Chairo Christian School Leongatha Campus Leongatha	Education
2021-12-13 00:00:00.000	10	45350 Ballarat High School Lake Gardens	Education
2021-11-10 00:00:00.000	10	Sirius College Ibrahim Dellal Campus Sunshine	Education
2021-11-23 00:00:00.000	10	45967 St Clement of Rome School Bulleen	Education
2021-11-10 00:00:00.000	10	Antonine College Cedar Campus Coburg	Education
2021-12-15 00:00:00.000	10	46208 Mount Scopus Memorial College Gandel Campus Burwood	Education
2021-11-14 00:00:00.000	10	Ilim College Glenroy Campus Hadfield	Education
2021-10-30 00:00:00.000	10	Hamlyn Views School Hamlyn Heights	Education
2021-11-14 00:00:00.000	10	Ilim College Dallas Main Campus Dallas Oct	Education
2021-11-12 00:00:00.000	10	Chairo Christian School Pakenham Campus Pakenham	Education
2021-11-18 00:00:00.000	10	Ilim College Kiewa Campus Dallas	Education
2021-11-05 00:00:00.000	10	Wodonga Middle Years College Huon Campus Wodonga	Education
2021-11-15 00:00:00.000	10	Collingwood College Abbotsford	Education
2021-11-15 00:00:00.000	10	Baden Powell College Tarneit	Education
2021-11-13 00:00:00.000	10	Truganina P-9 College Truganina	Education
2021-12-04 00:00:00.000	10	45585 Mount Ridley College Craigieburn	Education
2021-12-03 00:00:00.000	10	45585 Mount Ridley College Craigieburn	Education
2021-11-30 00:00:00.000	10	Adass Israel School Elsternwick	Education
2021-10-29 00:00:00.000	10	Bacchus Marsh Grammar Maddingley Campus	Education
2021-11-06 00:00:00.000	10	Covenant College Bell Post Hill	Education
2021-09-06 00:00:00.000	10	Ilim College Kiewa Campus Boys Secondary Dallas	Education
2021-09-06 00:00:00.000	10	Hume Valley School Dallas	Education
2021-11-27 00:00:00.000	10	46376 Yesodei HaTorah College Elwood	Education
2021-12-05 00:00:00.000	10	45585 Mount Ridley College Craigieburn	Education
2021-11-27 00:00:00.000	10	45967 St Clement of Rome School Bulleen	Education
2021-09-22 00:00:00.000	10	Unilodge College Square Student Accommodation 570 Lygon Street Carlton	Education
2021-11-14 00:00:00.000	10	Collingwood College Abbotsford	Education
2021-11-16 00:00:00.000	10	Antonine College Cedar Campus Coburg	Education
2021-12-27 00:00:00.000	10	PGL Camp Rumbug Foster North	Education
2021-10-30 00:00:00.000	10	Armstrong Creek School Armstrong Creek	Education
2021-12-23 00:00:00.000	10	45858 St Bernard's Primary Coburg	Education
2021-10-31 00:00:00.000	10	Hamlyn Views School Hamlyn Heights	Education
2021-12-02 00:00:00.000	10	Al Iman College Melton South	Education
2021-11-15 00:00:00.000	10	St Louis de Montfort's School Aspendale	Education
2021-12-21 00:00:00.000	10	46104 Clairvaux Catholic School BelmontBelmont	Education
2021-11-14 00:00:00.000	10	Truganina P-9 College Truganina	Education
2021-09-10 00:00:00.000	10	Ilim College Kiewa Campus Boys Secondary Dallas	Education
2021-12-02 00:00:00.000	10	Creekside K-9 College Caroline Springs	Education
2021-12-19 00:00:00.000	10	46104 Clairvaux Catholic School Belmont	Education
2021-11-17 00:00:00.000	10	Ilim College Kiewa Campus Dallas	Education
2021-11-17 00:00:00.000	10	45585 Mount Ridley College Craigieburn	Education
2021-11-17 00:00:00.000	10	Antonine College Cedar Campus Coburg	Education
2021-11-30 00:00:00.000	10	45249 Creekside K-9 College Caroline Springs	Education
2021-11-12 00:00:00.000	10	Alamanda K9 College Point Cook	Education
2021-12-19 00:00:00.000	10	45861 St Oliver Plunkett Primary School Pascoe Vale	Education
2021-10-30 00:00:00.000	10	Dandenong North Primary School Dandenong	Education
2021-12-11 00:00:00.000	10	Harvest Home Primary School Epping	Education
2021-11-11 00:00:00.000	10	St Josephs Catholic Primary School Warragul	Education
2021-11-10 00:00:00.000	10	Tucker Road Bentleigh Primary School Bentleigh	Education
2021-12-12 00:00:00.000	10	45812 St Mary's Primary School Hampton	Education
2021-12-14 00:00:00.000	10	45708 St Augine's Primary School Yarraville	Education
2021-11-11 00:00:00.000	10	Our Lady's Catholic Primary School Wangaratta	Education
2021-12-16 00:00:00.000	10	45764 Our Lady Help of Christian's PrimarySchool Brunswick East	Education
2021-11-10 00:00:00.000	10	Our Lady's Catholic Primary School Wangaratta	Education
2021-11-10 00:00:00.000	10	Hamlyn Banks Primary School Hamlyn Heights	Education
2021-12-13 00:00:00.000	10	44380 Plenty Parklands Primary School Mill Park	Education
2021-11-23 00:00:00.000	10	44701 Hampton Park Primary School Hampton Park	Education
2021-11-10 00:00:00.000	10	Lyndhurst Primary School Lyndhurst	Education
2021-12-13 00:00:00.000	10	44828 Cheltenham East Primary School Cheltenham	Education
2021-12-13 00:00:00.000	10	45265 Cranbourne Carlisle Primary School	Education
2021-12-13 00:00:00.000	10	46116 Saint Francis Of Assisi Primary School Baranduda	Education
2021-12-13 00:00:00.000	10	45677 St. Peter's Primary School Bentleigh East	Education
2021-12-13 00:00:00.000	10	45708 St Augine's Primary School Yarraville	Education
2021-12-12 00:00:00.000	10	45797 St John's Primary School Footscray	Education
2021-12-16 00:00:00.000	10	45147 Maramba Primary School Narre Warren	Education
2021-11-01 00:00:00.000	10	Morwell Park Primary School Morwell	Education
2021-12-02 00:00:00.000	10	Willmott Park Primary School Craigieburn	Education
2021-11-29 00:00:00.000	10	45648 St Brendans Primary School Shepparton	Education
2021-12-06 00:00:00.000	10	46115 St Luke's Catholic Primary School Shepparton North	Education
2021-11-23 00:00:00.000	10	Morwell Park Primary School Morwell	Education
2021-11-11 00:00:00.000	10	Tucker Road Bentleigh Primary School Bentleigh	Education
2021-11-23 00:00:00.000	10	John Henry Primary School Pakenham	Education
2021-12-15 00:00:00.000	10	46101 Emmaus Catholic Primary School Sydenham	Education
2021-12-15 00:00:00.000	10	Gladstone Views Primary School Gladstone Park	Education
2021-11-11 00:00:00.000	10	Wodonga South Primary School Wodonga	Education
2021-12-14 00:00:00.000	10	44380 Plenty Parklands Primary School Mill Park	Education
2021-12-12 00:00:00.000	10	45988 St Macartan's Parish Primary School	Education
2021-11-11 00:00:00.000	10	Stevensville Primary School St Albans	Education
2021-12-11 00:00:00.000	10	Mother of God Primary School Ardeer	Education
2021-12-16 00:00:00.000	10	44473 Longwarry Primary School	Education
2021-12-12 00:00:00.000	10	45719 St Joseph's Primary School Numurkah	Education
2021-12-12 00:00:00.000	10	45648 St Brendans Primary School Shepparton	Education
2021-12-08 00:00:00.000	10	50279 Dallas Brooks Community Primary SchoolDallas	Education
2021-11-26 00:00:00.000	10	44495 Lakes Entrance Primary School	Education
2021-12-06 00:00:00.000	10	45912 St Bernadette's Catholic Primary School Sunshine North Exposure Site	Education
2021-11-08 00:00:00.000	10	St Brendans Primary School Shepparton	Education
2021-11-21 00:00:00.000	10	44395 Buln Buln Primary School	Education
2021-11-08 00:00:00.000	10	Hamlyn Banks Primary School Hamlyn Heights	Education
2021-11-08 00:00:00.000	10	Bandiana Primary School Bandiana	Education
2021-12-10 00:00:00.000	10	52476 Harvest Home Primary School Epping	Education
2021-11-25 00:00:00.000	10	44820 Bourchier Street Primary School Shepparton	Education
2021-12-17 00:00:00.000	10	46135 Wesley College Junior School St Kilda Road	Education
2021-11-11 00:00:00.000	10	Hamlyn Banks Primary School Hamlyn Heights	Education
2021-12-17 00:00:00.000	10	Mount View Primary School Glen Waverley	Education
2021-12-11 00:00:00.000	10	St. Peter's Primary School Bentleigh East	Education
2021-12-08 00:00:00.000	10	52476 Harvest Home Primary School Epping	Education
2021-12-10 00:00:00.000	10	Queen of Peace Parish Primary School Altona Meadows	Education
2021-11-22 00:00:00.000	10	Morwell Park Primary School Morwell	Education
2021-12-12 00:00:00.000	10	45265 Cranbourne Carlisle Primary School	Education
2021-12-14 00:00:00.000	10	46116 Saint Francis Of Assisi Primary School Baranduda	Education
2021-12-14 00:00:00.000	10	Berwick Chase Primary School Berwick	Education
2021-11-23 00:00:00.000	10	45812 St Mary's Primary School Hampton	Education
2021-12-12 00:00:00.000	10	45257 Roxburgh Rise Primary School Roxburgh Park	Education
2021-11-10 00:00:00.000	10	St Brendans Primary School Shepparton	Education
2021-12-12 00:00:00.000	10	44828 Cheltenham East Primary School Cheltenham	Education
2021-11-11 00:00:00.000	10	Pentland Primary School	Education
2021-11-25 00:00:00.000	10	45836 St Joseph's Primary School Sorrento	Education
2021-11-12 00:00:00.000	10	Tucker Road Bentleigh Primary School Bentleigh	Education
2021-11-25 00:00:00.000	10	46140 Caulfield Grammar School Malvern Campus Glen Iris	Education
2021-11-25 00:00:00.000	10	46328 Ilim College Dallas Primary Campus Inverloch Cres Tier 1A Dallas	Education
2021-12-18 00:00:00.000	10	Mount View Primary School Glen Waverley	Education
2021-11-09 00:00:00.000	10	St Clare's Primary School Officer	Education
2021-11-09 00:00:00.000	10	St Brendans Primary School Shepparton	Education
2021-12-09 00:00:00.000	10	St Augine's Primary School Yarraville	Education
2021-12-09 00:00:00.000	10	Queen of Peace Parish Primary School Altona Meadows	Education
2021-12-09 00:00:00.000	10	Harvest Home Primary School Epping	Education
2021-12-09 00:00:00.000	10	Dallas Brooks Community Primary School	Education
2021-11-05 00:00:00.000	10	Saint Augines Primary School Wodonga	Education
2021-11-04 00:00:00.000	10	Bandiana Primary School Bandiana	Education
2021-11-28 00:00:00.000	10	46215 Yeshivah Primary College St Kilda East	Education
2021-12-04 00:00:00.000	10	44366 Lysterfield Primary School Lysterfield	Education
2021-12-04 00:00:00.000	10	44982 Diamond Creek East Primary SchoolDiamond Creek	Education
2021-11-12 00:00:00.000	10	St Ambrose Parish Primary School Woodend	Education
2021-10-29 00:00:00.000	10	Woodend Primary School Woodend	Education
2021-11-21 00:00:00.000	10	45034 River Gum Primary School Hampton Park	Education
2021-10-27 00:00:00.000	10	Bridgewood Primary School Officer	Education
2021-12-18 00:00:00.000	10	52694 Pakenham Primary School Pakenham	Education
2021-10-26 00:00:00.000	10	Dandenong North Primary School	Education
2021-10-26 00:00:00.000	10	Bridgewood Primary School Officer	Education
2021-11-12 00:00:00.000	10	Stevensville Primary School St Albans	Education
2021-10-27 00:00:00.000	10	Saint Augines Primary School Wodonga	Education
2021-11-07 00:00:00.000	10	Hamlyn Banks Primary School Hamlyn Heights	Education
2021-11-21 00:00:00.000	10	44852 Dandenong South Primary School Dandenong	Education
2021-11-27 00:00:00.000	10	St Josephs Catholic Primary School Warragul	Education
2021-12-18 00:00:00.000	10	46135 Wesley College Junior School St Kilda Road Melbourne	Education
2021-10-28 00:00:00.000	10	Saint Augines Primary School Wodonga	Education
2021-11-02 00:00:00.000	10	St. Brendans Catholic Primary School Lakes Entrance	Education
2021-12-01 00:00:00.000	10	46215 Yeshivah Primary College St Kilda East	Education
2021-11-05 00:00:00.000	10	Sunbury Primary School Sunbury	Education
2021-11-02 00:00:00.000	10	St Josephs Catholic Primary School Warragul	Education
2021-11-02 00:00:00.000	10	Saint Augines Primary School Wodonga	Education
2021-11-02 00:00:00.000	10	Morwell Park Primary School Morwell	Education
2021-11-02 00:00:00.000	10	Dandenong North Primary School Dandenong	Education
2021-11-29 00:00:00.000	10	44087 Fitzroy Primary School Fitzroy	Education
2021-11-03 00:00:00.000	10	Willmott Park Primary School Craigieburn	Education
2021-12-19 00:00:00.000	10	St Christophers Primary School Airport West	Education
2021-11-03 00:00:00.000	10	St. Brendans Catholic Primary School Lakes Entrance	Education
2021-11-03 00:00:00.000	10	St Josephs Catholic Primary School Warragul	Education
2021-11-05 00:00:00.000	10	St. Brendan's Catholic Primary School Lakes Entrance	Education
2021-11-29 00:00:00.000	10	Oakleigh Grammar Melbourne Private School Oakleigh	Education
2021-11-27 00:00:00.000	10	44701 Hampton Park Primary School HamptonPark	Education
2021-10-28 00:00:00.000	10	Woodend Primary School Woodend	Education
2021-10-28 00:00:00.000	10	St. Brendans Catholic Primary School Lakes Entrance	Education
2021-11-21 00:00:00.000	10	44853 St Albans North Primary School	Education
2021-12-11 00:00:00.000	10	St Paul's Anglican Grammar School Warragul	Education
2021-12-05 00:00:00.000	10	45912 St Bernadette's Catholic Primary School Sunshine North	Education
2021-11-28 00:00:00.000	10	50395 St Francis of Assisi Catholic PrimarySchool Tarneit	Education
2021-12-01 00:00:00.000	10	45848 St Kevin's College ToorakGlendalough Campus Junior School	Education
2021-12-18 00:00:00.000	10	44828 Cheltenham East Primary School Cheltenham	Education
2021-10-31 00:00:00.000	10	Dandenong North Primary School Dandenong	Education
2021-11-29 00:00:00.000	10	45836 St Joseph's Primary School Sorrento	Education
2021-12-03 00:00:00.000	10	50584 St Mary of the Cross MacKillop PrimarySchool Epping	Education
2021-11-21 00:00:00.000	10	50689 St Mary of the Cross Catholic Primary School Point Cook	Education
2021-12-18 00:00:00.000	10	44761 Coburg North Primary School Coburg	Education
2021-12-02 00:00:00.000	10	St Mary of the Cross MacKillop Primary School Epping	Education
2021-11-05 00:00:00.000	10	St Mary's Primary School Swan Hill	Education
2021-11-29 00:00:00.000	10	44812 Bairnsdale West Primary School	Education
2021-11-12 00:00:00.000	10	Hamlyn Banks Primary School Hamlyn Heights	Education
2021-11-01 00:00:00.000	10	Dandenong North Primary School Dandenong	Education
2021-11-21 00:00:00.000	10	Hampton Park Primary School Hampton Park	Education
2021-11-03 00:00:00.000	10	Dandenong South Primary School Dandenong	Education
2021-11-03 00:00:00.000	10	Bandiana Primary School Bandiana	Education
2021-11-30 00:00:00.000	10	44630 Black Rock Primary School Black Rock	Education
2021-11-28 00:00:00.000	10	44495 Lakes Entrance Primary School	Education
2021-12-03 00:00:00.000	10	44812 Bairnsdale West Primary School	Education
2021-12-18 00:00:00.000	10	45226 Glen Waverley South Primary School Glen Waverley	Education
2021-10-29 00:00:00.000	10	Dandenong North Primary School Dandenong	Education
2021-12-18 00:00:00.000	10	45757 Saint Joseph's Primary School Warragul	Education
2021-11-04 00:00:00.000	10	Dandenong South Primary School Dandenong	Education
2021-11-04 00:00:00.000	10	Hazelwood North Primary School Hazelwood	Education
2021-11-30 00:00:00.000	10	50584 St Mary of the Cross MacKillop Primary School Epping	Education
2021-11-04 00:00:00.000	10	Saint Augines Primary School Wodonga	Education
2021-11-04 00:00:00.000	10	St. Brendans Catholic Primary School Lakes Entrance	Education
2021-11-30 00:00:00.000	10	44812 Bairnsdale West Primary School	Education
2021-11-04 00:00:00.000	10	St Mary's Primary School Swan Hill	Education
2021-12-11 00:00:00.000	10	St Mary's Primary School Hampton	Education
2021-11-24 00:00:00.000	10	46140 Caulfield Grammar School Malvern Campus Glen Iris	Education
2021-11-20 00:00:00.000	10	44226 Boneo Primary School Boneo	Education
2021-11-16 00:00:00.000	10	Devon Meadows Primary School Devon Meadows	Education
2021-11-13 00:00:00.000	10	St Brendans Primary School Shepparton	Education
2021-11-15 00:00:00.000	10	45034 River Gum Primary School Hampton Park	Education
2021-11-19 00:00:00.000	10	InverlochKongwak Primary School	Education
2021-12-20 00:00:00.000	10	44765 Strathmore Primary School Strathmore	Education
2021-11-20 00:00:00.000	10	45161 Woodlands Primary School Langwarrin	Education
2021-12-31 00:00:00.000	10	44404 Castlemaine North Primary School Castlemaine	Education
2021-11-20 00:00:00.000	10	44395 Buln Buln Primary School	Education
2021-12-23 00:00:00.000	10	50279 Dallas Brooks Community Primary School Dallas	Education
2021-11-20 00:00:00.000	10	44978 Deer Park West Primary School Deer Park	Education
2021-12-24 00:00:00.000	10	St Clare's Primary School Officer	Education
2021-11-13 00:00:00.000	10	Stevensville Primary School St Albans	Education
2021-11-13 00:00:00.000	10	Wodonga South Primary School Wodonga	Education
2021-11-17 00:00:00.000	10	51478 Wyndham Vale Primary School Wyndham Vale	Education
2021-11-19 00:00:00.000	10	44395 Buln Buln Primary School	Education
2021-12-22 00:00:00.000	10	44642 Irymple South Primary School Irymple South	Education
2021-12-22 00:00:00.000	10	44765 Strathmore Primary School Strathmore	Education
2021-12-20 00:00:00.000	10	Brandon Park Primary School Wheelers Hill	Education
2021-11-19 00:00:00.000	10	44121 Wallan Primary School Wallan	Education
2021-11-17 00:00:00.000	10	45034 River Gum Primary School Hampton Park	Education
2021-11-17 00:00:00.000	10	Stevensville Primary School St Albans	Education
2021-12-20 00:00:00.000	10	51529 Sirius College Primary School Dallas	Education
2021-12-13 00:00:00.000	10	44666 Gardenvale Primary School Senior School Campus Brighton East	Education
2021-12-16 00:00:00.000	10	Thomastown West Primary School Camp Doxa'sMalmsbury	Education
2021-11-29 00:00:00.000	10	51529 Sirius College Primary School Dallas	Education
2021-12-11 00:00:00.000	10	St John's Primary School Footscray	Education
2021-12-19 00:00:00.000	10	46135 Wesley College Junior School St Kilda Road Melbourne	Education
2021-11-17 00:00:00.000	10	44321 Maiden Gully Primary School Maiden Gully	Education
2021-11-15 00:00:00.000	10	52912 Edgars Creek Primary School Wollert	Education
2021-11-14 00:00:00.000	10	52912 Edgars Creek Primary School Wollert	Education
2021-11-18 00:00:00.000	10	45809 St Finbar's Primary School Brighton East	Education
2021-12-30 00:00:00.000	10	52390 Our Lady of the Way Catholic Primary School Wallan	Education
2021-09-28 00:00:00.000	10	Our Lady Help of Christian's Primary School Brunswick East	Education
2021-11-18 00:00:00.000	10	The Lake Primary School Cabarita	Education
2021-11-16 00:00:00.000	10	44226 Boneo Primary School Boneo	Education
2021-11-13 00:00:00.000	10	Hamlyn Banks Primary School Hamlyn Heights	Education
2021-12-20 00:00:00.000	10	St Clare's Primary School Officer	Education
2021-11-18 00:00:00.000	10	50176 Meadows Primary School Broadmeadows	Education
2021-11-22 00:00:00.000	10	45161 Woodlands Primary School Langwarrin	Education
2021-12-17 00:00:00.000	10	46101 Emmaus Catholic Primary School Sydenham	Education
2021-11-09 00:00:00.000	10	Bandiana Primary School Bandiana	Education
2021-12-10 00:00:00.000	10	45903 St Peter Chanel Deer Park	Education
2021-11-24 00:00:00.000	10	44554 Korumburra Primary School	Education
2021-11-24 00:00:00.000	10	44701 Hampton Park Primary School Hampton Park	Education
2021-12-10 00:00:00.000	10	45677 St. Peter's Primary School Bentleigh East	Education
2021-12-17 00:00:00.000	10	46098 Good Samaritan Catholic Primary School Roxburgh Park	Education
2021-11-21 00:00:00.000	10	46328 Ilim College Dallas Primary Campus Inverloch	Education
2021-10-02 00:00:00.000	10	Our Lady Help of Christian's Primary School Brunswick East	Education
2021-12-22 00:00:00.000	10	Rosebud Primary School Rosebud	Education
2021-11-16 00:00:00.000	10	Stevensville Primary School St Albans	Education
2021-11-19 00:00:00.000	10	44054 Dromana Primary School Dromana	Education
2021-11-22 00:00:00.000	10	Hampton Park Primary School Hampton Park	Education
2021-11-17 00:00:00.000	10	Tucker Road Bentleigh Primary School Bentleigh	Education
2021-12-23 00:00:00.000	10	44507 Inverloch Primary School Inverloch	Education
2021-12-19 00:00:00.000	10	45181 Courtenay Gardens Primary School Cranbourne North	Education
2021-11-17 00:00:00.000	10	Devon Meadows Primary School Devon Meadows	Education
2021-11-16 00:00:00.000	10	44321 Maiden Gully Primary School Maiden Gully	Education
2021-12-23 00:00:00.000	10	45147 Maramba Primary School Narre Warren	Education
2021-12-21 00:00:00.000	10	44507 Inverloch Primary School Inverloch	Education
2021-11-19 00:00:00.000	10	45158 Rowellyn Park Primary School Carrum Downs	Education
2021-12-20 00:00:00.000	10	45861 St Oliver Plunkett Primary School Pascoe Vale	Education
2021-11-19 00:00:00.000	10	46328 Ilim College Dallas Primary Campus Tier 1A Dallas	Education
2021-12-23 00:00:00.000	10	45901 St Mary's Parish Primary School	Education
2021-12-20 00:00:00.000	10	46135 Wesley College Junior School St Kilda Road Melbourne	Education
2021-12-24 00:00:00.000	10	44507 Inverloch Primary School Inverloch	Education
2021-11-18 00:00:00.000	10	44321 Maiden Gully Primary School Maiden Gully	Education
2021-10-01 00:00:00.000	10	Our Lady Help of Christian's Primary School Brunswick East	Education
2021-11-19 00:00:00.000	10	44978 Deer Park West Primary School Deer Park	Education
2021-12-19 00:00:00.000	10	45226 Glen Waverley South Primary School Glen Waverley	Education
2021-12-22 00:00:00.000	10	44855 Beverley Hills Primary School Doncaster East	Education
2021-11-18 00:00:00.000	10	51478 Wyndham Vale Primary School Wyndham Vale	Education
2021-11-16 00:00:00.000	10	Derrimut Primary School Derrimut	Education
2021-09-29 00:00:00.000	10	Our Lady Help of Christian's Primary School Brunswick East	Education
2021-09-30 00:00:00.000	10	Our Lady Help of Christian's Primary School Brunswick East	Education
2021-12-20 00:00:00.000	10	45257 Roxburgh Rise Primary School Roxburgh Park	Education
2021-12-24 00:00:00.000	10	45013 Gladstone Views Primary School	Education
2021-11-20 00:00:00.000	10	51478 Wyndham Vale Primary School Wyndham Vale	Education
2021-11-19 00:00:00.000	10	Tucker Road Bentleigh Primary School Bentleigh	Education
2021-11-18 00:00:00.000	10	Tucker Road Bentleigh Primary School Bentleigh	Education
2021-12-04 00:00:00.000	11	Camp Coolamatong Farm Camp BanksiaPeninsula	Education
2021-12-14 00:00:00.000	11	45988 St Macartan's Parish Primary School	Education
2021-12-14 00:00:00.000	11	46277 St Paul's Anglican Grammar School Warragul	Education
2021-10-27 00:00:00.000	11	Dandenong North Primary School Dandenong	Education
2021-11-12 00:00:00.000	11	Gladstone Park Secondary College 29 Oct Gladstone Park	Education
2021-11-13 00:00:00.000	11	Wyndham Christian College Wyndham Vale	Education
2021-12-07 00:00:00.000	11	44087 Fitzroy Primary School Fitzroy	Education
2021-11-27 00:00:00.000	11	45648 St Brendans Primary School Shepparton	Education
2021-12-21 00:00:00.000	11	St Mary's Parish Primary School	Education
2021-11-25 00:00:00.000	11	44395 Buln Buln Primary School	Education
2021-11-30 00:00:00.000	11	52380 Al Iman College Melton South	Education
2021-12-07 00:00:00.000	11	46287 Oakleigh Grammar Melbourne Private School Oakleigh	Education
2021-11-13 00:00:00.000	11	Sirius College Ibrahim Dellal Campus Sunshine	Education
2021-12-07 00:00:00.000	11	46115 St Luke's Catholic Primary School Shepparton North	Education
2021-12-22 00:00:00.000	11	50279 Dallas Brooks Community Primary School Dallas	Education
2021-12-18 00:00:00.000	11	45305 Lockington Consolidated School Lockington	Education
2021-12-12 00:00:00.000	11	44380 Plenty Parklands Primary School Mill Park	Education
2021-12-05 00:00:00.000	11	46095 Bethany Catholic Primary School Werribee	Education
2021-11-25 00:00:00.000	11	45812 St Mary's Primary School Hampton	Education
2021-11-03 00:00:00.000	11	Hamlyn Views School Hamlyn Heights	Education
2021-12-08 00:00:00.000	11	44979 Campbellfield Heights Primary SchoolCampbellfield	Education
2021-12-24 00:00:00.000	11	45958 Ave Maria College Aberfeldie Workplace	Education
2021-12-17 00:00:00.000	11	Thomastown West Primary School Camp Doxa's Malmsbury	Education
2021-12-17 00:00:00.000	11	51529 Sirius College Primary School Dallas	Education
2021-12-01 00:00:00.000	11	52380 Al Iman College Melton South	Education
2021-12-19 00:00:00.000	11	51529 Sirius College Primary School Dallas	Education
2021-11-17 00:00:00.000	11	Darul Ulum College of Victoria Fawkner Oct	Education
2021-12-18 00:00:00.000	11	46306 King's College Warrnambool	Education
2021-11-25 00:00:00.000	11	Sirius College Shepparton Campus Shepparton	Education
2021-12-01 00:00:00.000	11	Adass Israel School Elsternwick	Education
2021-12-18 00:00:00.000	11	51529 Sirius College Primary School Dallas	Education
2021-11-20 00:00:00.000	11	Lavalla Catholic College St Pauls Campus Traralgon	Education
2021-11-21 00:00:00.000	11	Adass Israel School Elsternwick	Education
2021-11-19 00:00:00.000	11	St Paul's Primary School Sunshine West	Education
2021-11-13 00:00:00.000	11	Alamanda K9 College Point Cook	Education
2021-11-12 00:00:00.000	11	Wodonga South Primary School Wodonga	Education
2021-12-13 00:00:00.000	11	46277 St Paul's Anglican Grammar School Warragul	Education
2021-12-03 00:00:00.000	11	45267 Epping Views Primary School Epping	Education
2021-12-01 00:00:00.000	11	45249 Creekside K-9 College Caroline Springs	Education
2021-11-10 00:00:00.000	11	Aintree Primary School Aintree	Education
2021-12-14 00:00:00.000	11	45902 Mother of God Primary School Ardeer	Education
2021-11-12 00:00:00.000	11	Sirius College Ibrahim Dellal Campus Sunshine	Education
2021-11-28 00:00:00.000	11	44701 Hampton Park Primary School Hampton Park	Education
2021-11-20 00:00:00.000	11	Adass Israel School Elsternwick	Education
2021-09-29 00:00:00.000	11	St Margaret's Primary School OSHC Maribyrnong	Education
2021-11-16 00:00:00.000	11	50516 Ilim College Glenroy Campus Hadfield	Education
2021-11-14 00:00:00.000	11	Wyndham Christian College Wyndham Vale	Education
2021-11-09 00:00:00.000	11	Sunbury Primary School Sunbury	Education
2021-11-15 00:00:00.000	11	Derrimut Primary School Derrimut	Education
2021-12-08 00:00:00.000	11	46115 St Luke's Catholic Primary SchoolShepparton North	Education
2021-12-09 00:00:00.000	11	St Luke's Catholic Primary School Shepparton North	Education
2021-10-23 00:00:00.000	11	St. Mary's Primary School Swan Hill	Education
2021-11-16 00:00:00.000	11	Tucker Road Bentleigh Primary School Bentleigh	Education
2021-11-07 00:00:00.000	11	Sunbury Primary School Sunbury	Education
