As At Date	Active cases	Cluster name	Cluster Category
2021-12-05 00:00:00.000	28	4257 BlueCross The Gables Camberwell	Aged Care
2021-12-22 00:00:00.000	28	3398 BlueCross Elly Kay Mordialloc	Aged Care
2021-09-27 00:00:00.000	28	3535 Opal Meadow Heights Aged Care Community Meadow Heights	Aged Care
2021-10-19 00:00:00.000	28	3980 Arcare Keysborough Aged Care Keysborough	Aged Care
2021-10-23 00:00:00.000	28	3600 Belvedere Aged Care Noble Park	Aged Care
2021-12-23 00:00:00.000	27	Green Gables Lodge Warburton	Aged Care
2021-12-24 00:00:00.000	27	Green Gables Lodge Warburton	Aged Care
2021-11-07 00:00:00.000	27	3961 Heritage Care Water Gardens Aged Care Facility Sydenham	Aged Care
2021-12-04 00:00:00.000	27	4257 BlueCross The Gables Camberwell	Aged Care
2021-11-30 00:00:00.000	27	4257 BlueCross The Gables Camberwell	Aged Care
2021-11-27 00:00:00.000	27	4257 BlueCross The Gables Camberwell	Aged Care
2021-12-03 00:00:00.000	27	4257 BlueCross The Gables Camberwell	Aged Care
2021-11-28 00:00:00.000	27	4257 BlueCross The Gables Camberwell	Aged Care
2021-10-29 00:00:00.000	27	3652 Regis Aged Care Dandenong North	Aged Care
2021-09-26 00:00:00.000	27	3535 Opal Meadow Heights Aged Care Community Meadow Heights	Aged Care
2021-10-25 00:00:00.000	27	3600 Belvedere Aged Care Noble Park	Aged Care
2021-09-30 00:00:00.000	27	3535 Opal Meadow Heights Aged Care Community Meadow Heights	Aged Care
2021-10-20 00:00:00.000	27	3980 Arcare Keysborough Aged Care Keysborough	Aged Care
2021-12-10 00:00:00.000	27	4295 Hope Aged Care Sunshine West	Aged Care
2021-09-29 00:00:00.000	27	3535 Opal Meadow Heights Aged Care Community Meadow Heights	Aged Care
2021-10-21 00:00:00.000	27	3980 Arcare Keysborough Aged Care Keysborough	Aged Care
2021-12-09 00:00:00.000	27	Hope Aged Care Sunshine West	Aged Care
2021-11-03 00:00:00.000	27	3824 Estia Health South Morang	Aged Care
2021-10-16 00:00:00.000	27	3600 Belvedere Aged Care Noble Park	Aged Care
2021-11-02 00:00:00.000	27	3824 Estia Health South Morang	Aged Care
2021-10-27 00:00:00.000	27	3652 Regis Aged Care Dandenong North	Aged Care
2021-10-01 00:00:00.000	27	3535 Opal Meadow Heights Aged Care Community Meadow Heights	Aged Care
2021-11-08 00:00:00.000	26	3961 Heritage Care Water Gardens Aged Care Facility Sydenham	Aged Care
2021-11-06 00:00:00.000	26	3961 Heritage Care Water Gardens Aged Care Facility Sydenham	Aged Care
2021-12-26 00:00:00.000	26	Green Gables Lodge Warburton	Aged Care
2021-09-25 00:00:00.000	26	3535 Opal Meadow Heights Aged Care Community Meadow Heights	Aged Care
2021-10-30 00:00:00.000	26	3652 Regis Aged Care Dandenong North	Aged Care
2021-10-02 00:00:00.000	26	3535 Opal Meadow Heights Aged Care Community Meadow Heights	Aged Care
2021-10-22 00:00:00.000	26	3980 Arcare Keysborough Aged Care Keysborough	Aged Care
2021-11-28 00:00:00.000	26	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-10-22 00:00:00.000	26	3684 Homestyle Aged Care Langford Grange Cranbourne East	Aged Care
2021-11-09 00:00:00.000	26	3961 Heritage Care Water Gardens Aged CareFacility Sydenham	Aged Care
2021-10-03 00:00:00.000	26	3535 Opal Meadow Heights Aged Care Community Meadow Heights	Aged Care
2021-10-28 00:00:00.000	25	3652 Regis Aged Care Dandenong North	Aged Care
2021-10-27 00:00:00.000	25	3528 Ottoman Village Aged Care Broadmeadows	Aged Care
2021-11-01 00:00:00.000	25	3652 Regis Aged Care Dandenong North	Aged Care
2021-09-24 00:00:00.000	25	3535 Opal Meadow Heights Aged Care Community Meadow Heights	Aged Care
2021-10-23 00:00:00.000	25	3980 Arcare Keysborough Aged Care Keysborough	Aged Care
2021-10-15 00:00:00.000	25	3684 Homestyle Aged Care Langford Grange Cranbourne East	Aged Care
2021-10-31 00:00:00.000	25	3652 Regis Aged Care Dandenong North	Aged Care
2021-10-26 00:00:00.000	25	3528 Ottoman Village Aged Care Broadmeadows	Aged Care
2021-10-28 00:00:00.000	25	3528 Ottoman Village Aged Care Broadmeadows	Aged Care
2021-10-25 00:00:00.000	25	3980 Arcare Keysborough Aged Care Keysborough	Aged Care
2021-10-29 00:00:00.000	25	3528 Ottoman Village Aged Care Broadmeadows	Aged Care
2021-10-31 00:00:00.000	24	3528 Ottoman Village Aged Care Broadmeadows	Aged Care
2021-12-29 00:00:00.000	24	Green Gables Lodge Warburton	Aged Care
2021-11-10 00:00:00.000	24	3961 Heritage Care Water Gardens Aged Care Facility Sydenham	Aged Care
2021-11-01 00:00:00.000	24	3528 Ottoman Village Aged Care Broadmeadows	Aged Care
2021-10-26 00:00:00.000	24	3600 Belvedere Aged Care Noble Park	Aged Care
2021-10-26 00:00:00.000	24	3652 Regis Aged Care Dandenong North	Aged Care
2021-10-30 00:00:00.000	24	3528 Ottoman Village Aged Care Broadmeadows	Aged Care
2021-10-25 00:00:00.000	24	3652 Regis Aged Care Dandenong North	Aged Care
2021-12-28 00:00:00.000	24	Green Gables Lodge Warburton	Aged Care
2021-11-29 00:00:00.000	23	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-12-07 00:00:00.000	23	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-12-02 00:00:00.000	23	Fronditha Thalpori St Albans Aged Care	Aged Care
2021-12-06 00:00:00.000	23	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-11-13 00:00:00.000	23	4167 Royal Freemasons Centennial Lodge Wantirna South	Aged Care
2021-10-11 00:00:00.000	23	3563 Embracia Aged Care Reservoir	Aged Care
2021-10-25 00:00:00.000	23	3528 Ottoman Village Aged Care Broadmeadows	Aged Care
2021-10-24 00:00:00.000	23	3652 Regis Aged Care Dandenong North	Aged Care
2021-10-24 00:00:00.000	23	3528 Ottoman Village Aged Care	Aged Care
2021-10-17 00:00:00.000	23	3980 Arcare Keysborough Aged Care Keysborough	Aged Care
2021-12-02 00:00:00.000	23	Belvedere Aged Care Noble Park CLOSED	Aged Care
2021-11-16 00:00:00.000	23	4167 Royal Freemasons Centennial Lodge Wantirna South	Aged Care
2021-10-14 00:00:00.000	23	3684 Homestyle Aged Care Langford Grange Cranbourne East	Aged Care
2021-11-14 00:00:00.000	23	4167 Royal Freemasons Centennial Lodge Wantirna South	Aged Care
2021-10-27 00:00:00.000	23	3600 Belvedere Aged Care Noble Park	Aged Care
2021-10-26 00:00:00.000	23	3980 Arcare Keysborough Aged Care Keysborough	Aged Care
2021-10-12 00:00:00.000	23	3563 Embracia Aged Care Reservoir	Aged Care
2021-11-15 00:00:00.000	23	4167 Royal Freemasons Centennial Lodge Wantirna South	Aged Care
2021-11-11 00:00:00.000	23	3961 Heritage Care Water Gardens Aged Care Facility Sydenham	Aged Care
2021-11-05 00:00:00.000	23	3961 Heritage Care Water Gardens Aged Care Facility Sydenham	Aged Care
2021-11-14 00:00:00.000	23	3376 Royal Freemasons Coppin Centre Melbourne	Aged Care
2021-11-30 00:00:00.000	23	3653 Fronditha Thalpori St Albans Aged	Aged Care
2021-11-11 00:00:00.000	22	4167 Royal Freemasons Centennial Lodge Wantirna South	Aged Care
2021-11-10 00:00:00.000	22	4167 Royal Freemasons Centennial Lodge Wantirna South	Aged Care
2021-10-15 00:00:00.000	22	3600 Belvedere Aged Care Noble Park	Aged Care
2021-11-29 00:00:00.000	22	3600 Belvedere Aged Care Noble Park	Aged Care
2021-10-09 00:00:00.000	22	3563 3563 Embracia Aged Care Reservoir	Aged Care
2021-11-12 00:00:00.000	22	3961 Heritage Care Water Gardens Aged Care Facility Sydenham	Aged Care
2021-11-13 00:00:00.000	22	3961 Heritage Care Water Gardens Aged Care Facility Sydenham	Aged Care
2021-11-17 00:00:00.000	22	4167 Royal Freemasons Centennial Lodge Wantirna South	Aged Care
2021-11-28 00:00:00.000	22	3600 Belvedere Aged Care Noble Park	Aged Care
2021-12-11 00:00:00.000	22	Hope Aged Care Sunshine West	Aged Care
2021-10-08 00:00:00.000	22	3563 Embracia Aged Care Reservoir	Aged Care
2021-11-18 00:00:00.000	22	4167 Royal Freemasons Centennial Lodge Wantirna South	Aged Care
2021-10-13 00:00:00.000	22	3563 Embracia Aged Care Reservoir	Aged Care
2021-09-23 00:00:00.000	22	3535 Opal Meadow Heights Aged Care Community Meadow Heights	Aged Care
2021-12-05 00:00:00.000	22	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-11-30 00:00:00.000	22	3600 Belvedere Aged Care Noble Park	Aged Care
2021-09-22 00:00:00.000	22	3535 Opal Meadow Heights Aged Care Community Meadow Heights	Aged Care
2021-11-12 00:00:00.000	22	4167 Royal Freemasons Centennial Lodge Wantirna South	Aged Care
2021-10-27 00:00:00.000	22	3980 Arcare Keysborough Aged Care Keysborough	Aged Care
2021-12-08 00:00:00.000	22	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-12-04 00:00:00.000	22	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-12-03 00:00:00.000	22	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-12-01 00:00:00.000	22	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-12-03 00:00:00.000	22	4295 Hope Aged Care Sunshine West	Aged Care
2021-12-20 00:00:00.000	22	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-10-12 00:00:00.000	22	3612 BlueCross Glengowrie	Aged Care
2021-10-20 00:00:00.000	21	4518 Regis Aged Care Fawkner	Aged Care
2021-10-13 00:00:00.000	21	3600 Belvedere Age Care Noble Park	Aged Care
2021-10-25 00:00:00.000	21	3153 Sacred Heart Community St Kilda Tier 1A	Aged Care
2021-11-22 00:00:00.000	21	4574 Village Glen Aged Care Residences Mornington	Aged Care
2021-12-12 00:00:00.000	21	4295 Hope Aged Care Sunshine West	Aged Care
2021-10-23 00:00:00.000	21	4518 Regis Aged Care Fawkner	Aged Care
2021-11-07 00:00:00.000	21	3364 Assisi Centre Aged Care Rosanna	Aged Care
2021-10-23 00:00:00.000	21	3652 Regis Aged Care Dandenong North	Aged Care
2021-10-22 00:00:00.000	21	4518 Regis Aged Care Fawkner	Aged Care
2021-12-09 00:00:00.000	21	BlueCross The Gables Camberwell	Aged Care
2021-11-08 00:00:00.000	21	4167 Royal Freemasons Centennial Lodge Wantirna South	Aged Care
2021-10-14 00:00:00.000	21	3600 Belvedere Age Care Noble Park	Aged Care
2021-12-13 00:00:00.000	21	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-12-26 00:00:00.000	21	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-11-08 00:00:00.000	21	3364 Assisi Centre Aged Care Rosanna	Aged Care
2021-10-21 00:00:00.000	21	3153 Sacred Heart Community St Kilda Tier 1A	Aged Care
2021-10-21 00:00:00.000	21	4518 Regis Aged Care Fawkner	Aged Care
2021-10-20 00:00:00.000	21	3153 Sacred Heart Community St Kilda Tier 1A	Aged Care
2021-11-13 00:00:00.000	21	3376 Royal Freemasons Coppin Centre Melbourne	Aged Care
2021-12-10 00:00:00.000	21	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-12-08 00:00:00.000	21	4257 BlueCross The Gables Camberwell	Aged Care
2021-10-23 00:00:00.000	21	3153 Sacred Heart Community St Kilda Tier 1A	Aged Care
2021-12-09 00:00:00.000	21	Fronditha Thalpori St Albans Aged Care	Aged Care
2021-10-19 00:00:00.000	21	3153 Sacred Heart Community St Kilda Tier 1A	Aged Care
2021-10-22 00:00:00.000	21	3153 Sacred Heart Community St Kilda Tier 1A	Aged Care
2021-11-06 00:00:00.000	21	3364 Assisi Centre Aged Care Rosanna	Aged Care
2021-11-27 00:00:00.000	21	3600 Belvedere Aged Care Noble Park	Aged Care
2021-12-27 00:00:00.000	21	Green Gables Lodge Warburton	Aged Care
2021-11-03 00:00:00.000	21	3961 Heritage Care Water Gardens Aged Care Facility Sydenham	Aged Care
2021-10-24 00:00:00.000	21	3153 Sacred Heart Community St Kilda Tier 1A	Aged Care
2021-10-07 00:00:00.000	21	3563 Embracia Aged Care Reservoir	Aged Care
2021-10-26 00:00:00.000	21	3153 Sacred Heart Community St Kilda Tier 1A	Aged Care
2021-11-07 00:00:00.000	20	4167 Royal Freemasons Centennial Lodge Wantirna South	Aged Care
2021-12-24 00:00:00.000	20	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-11-26 00:00:00.000	20	3600 Belvedere Aged Care Noble Park	Aged Care
2021-12-28 00:00:00.000	20	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-11-23 00:00:00.000	20	4574 Village Glen Aged Care Residences Mornington	Aged Care
2021-12-22 00:00:00.000	20	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-12-27 00:00:00.000	20	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-11-09 00:00:00.000	20	4167 Royal Freemasons Centennial LodgeWantirna South	Aged Care
2021-12-11 00:00:00.000	20	Fronditha Thalpori St Albans Aged Care	Aged Care
2021-12-15 00:00:00.000	20	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-12-16 00:00:00.000	20	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-10-13 00:00:00.000	20	3684 Homestyle Aged Care Langford Grange Cranbourne East	Aged Care
2021-12-19 00:00:00.000	20	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-12-14 00:00:00.000	20	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-10-12 00:00:00.000	20	3684 Homestyle Aged Care Langford Grange Cranbourne East	Aged Care
2021-10-19 00:00:00.000	20	4518 Regis Aged Care Fawkner	Aged Care
2021-10-11 00:00:00.000	20	3684 Homestyle Aged Care Langford Grange Cranbourne East	Aged Care
2021-12-17 00:00:00.000	20	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-12-12 00:00:00.000	20	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-12-18 00:00:00.000	20	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-11-14 00:00:00.000	20	3961 Heritage Care Water Gardens Aged Care Facility Sydenham	Aged Care
2021-11-04 00:00:00.000	20	3961 Heritage Care Water Gardens Aged Care Facility Sydenham	Aged Care
2021-11-05 00:00:00.000	20	3364 Assisi Centre Aged Care Rosanna	Aged Care
2021-12-23 00:00:00.000	20	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-11-03 00:00:00.000	20	3364 Assisi Centre Aged Care Rosanna	Aged Care
2021-12-07 00:00:00.000	20	4257 BlueCross The Gables Camberwell	Aged Care
2021-11-04 00:00:00.000	20	3364 Assisi Centre Aged Care Rosanna	Aged Care
2021-11-15 00:00:00.000	20	3961 Water Gardens Aged Care Sydenham Tier 1A	Aged Care
2021-12-21 00:00:00.000	20	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-12-14 00:00:00.000	19	4314 Estia Health Ardeer	Aged Care
2021-11-09 00:00:00.000	19	Assisi Centre Aged Care Rosanna	Aged Care
2021-12-18 00:00:00.000	19	4314 Estia Health Ardeer	Aged Care
2021-12-16 00:00:00.000	19	4314 Estia Health Ardeer	Aged Care
2021-10-14 00:00:00.000	19	3563 Embracia Aged Care Reservoir	Aged Care
2021-11-17 00:00:00.000	19	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-11-10 00:00:00.000	19	3364 Assisi Centre Aged Care Rosanna	Aged Care
2021-12-21 00:00:00.000	19	4314 Estia Health Ardeer	Aged Care
2021-10-16 00:00:00.000	19	3980 Arcare Keysborough Aged Care Keysborough	Aged Care
2021-10-28 00:00:00.000	19	3612 BlueCross Glengowrie	Aged Care
2021-11-12 00:00:00.000	19	3376 Royal Freemasons Coppin Centre Melbourne	Aged Care
2021-10-29 00:00:00.000	19	3612 BlueCross Glengowrie	Aged Care
2021-12-15 00:00:00.000	19	4314 Estia Health Ardeer	Aged Care
2021-11-16 00:00:00.000	18	3653 Fronditha Thalpori St Albans Aged Care	Aged Care
2021-11-02 00:00:00.000	18	3652 Regis Aged Care Dandenong North	Aged Care
2021-10-23 00:00:00.000	18	3528 Ottoman Village Aged Care Broadmeadows	Aged Care
2021-12-13 00:00:00.000	18	4295 Hope Aged Care Sunshine West	Aged Care
2021-11-25 00:00:00.000	18	4574 Village Glen Aged Care Residences Mornington	Aged Care
2021-12-13 00:00:00.000	18	4314 Estia Health Ardeer	Aged Care
2021-12-13 00:00:00.000	18	4257 BlueCross The Gables Camberwell	Aged Care
2021-10-12 00:00:00.000	18	3600 Belvedere Age Care Noble Park	Aged Care
2021-12-12 00:00:00.000	18	4257 BlueCross The Gables Camberwell	Aged Care
2021-12-12 00:00:00.000	18	4314 Estia Health Ardeer	Aged Care
2021-12-11 00:00:00.000	18	BlueCross The Gables Camberwell	Aged Care
2021-12-14 00:00:00.000	18	4257 BlueCross The Gables Camberwell	Aged Care
2021-12-10 00:00:00.000	18	4257 BlueCross The Gables Camberwell	Aged Care
2021-12-22 00:00:00.000	18	4314 Estia Health Ardeer	Aged Care
2021-12-03 00:00:00.000	18	3398 BlueCross Elly Kay Mordialloc	Aged Care
2021-11-19 00:00:00.000	18	4167 Royal Freemasons Centennial Lodge Wantirna South	Aged Care
2021-10-05 00:00:00.000	18	3535 Opal Meadow Heights Aged Care Community Meadow Heights	Aged Care
2021-12-02 00:00:00.000	18	Hope Aged Care Sunshine West	Aged Care
2021-11-24 00:00:00.000	18	4574 Village Glen Aged Care Residences Mornington	Aged Care
2021-10-04 00:00:00.000	18	3535 Opal Meadow Heights Aged Care Community Meadow Heights	Aged Care
2021-12-12 00:00:00.000	17	3646 Mornington Bay Care Community Mount Martha	Aged Care
2021-12-15 00:00:00.000	17	4257 BlueCross The Gables Camberwell	Aged Care
2021-12-16 00:00:00.000	17	3646 Mornington Bay Care Community Mount Martha	Aged Care
2021-12-15 00:00:00.000	17	3646 Mornington Bay Care Community Mount Martha	Aged Care
2021-12-14 00:00:00.000	17	3646 Mornington Bay Care Community Mount Martha	Aged Care
2021-12-22 00:00:00.000	17	Green Gables Lodge Warburton	Aged Care
2021-10-17 00:00:00.000	17	4075 Ferndale Gardens Aged Care Services Bayswater North	Aged Care
2021-12-19 00:00:00.000	17	4314 Estia Health Ardeer	Aged Care
2021-10-19 00:00:00.000	17	4075 Homestyle Aged Care Ferndale Gardens Aged Care Services Bayswater North	Aged Care
2021-11-04 00:00:00.000	17	3824 Estia Health South Morang	Aged Care
2021-12-20 00:00:00.000	17	4314 Estia Health Ardeer	Aged Care
2021-11-03 00:00:00.000	17	3633 Lifeview Emerald Glades Aged Care Emerald	Aged Care
2021-11-05 00:00:00.000	17	3633 Lifeview Emerald Glades Aged Care Emerald	Aged Care
2021-10-11 00:00:00.000	17	3175 The Bays Aged Care Facility Hastings	Aged Care
2021-12-17 00:00:00.000	17	4314 Estia Health Ardeer	Aged Care
2021-11-04 00:00:00.000	17	3633 Lifeview Emerald Glades Aged Care Emerald	Aged Care
2021-11-05 00:00:00.000	17	3824 Estia Health South Morang	Aged Care
2021-10-14 00:00:00.000	17	3175 The Bays Aged Care Facility Hastings	Aged Care
2021-11-26 00:00:00.000	17	4574 Village Glen Aged Care Residences Mornington	Aged Care
2021-12-24 00:00:00.000	17	4314 Estia Health Ardeer	Aged Care
2021-11-01 00:00:00.000	17	3961 Heritage Water Gardens Aged Care Facility Sydenham	Aged Care
2021-10-14 00:00:00.000	17	4075 Ferndale Gardens Aged Care Services Bayswater North	Aged Care
2021-12-23 00:00:00.000	17	4314 Estia Health Ardeer	Aged Care
2021-10-12 00:00:00.000	17	3175 The Bays Aged Care Facility Hastings	Aged Care
2021-10-15 00:00:00.000	17	4075 Ferndale Gardens Aged Care Services Bayswater North	Aged Care
2021-10-16 00:00:00.000	17	4075 Ferndale Gardens Aged Care Services Bayswater North	Aged Care
2021-12-22 00:00:00.000	16	Cardinia Waters Retirement Village Pakenham	Aged Care
2021-12-27 00:00:00.000	16	4257 BlueCross The Gables Camberwell	Aged Care
2021-11-17 00:00:00.000	16	3825 TLC Forest Lodge Residential Aged Care Frankston North	Aged Care
2021-12-24 00:00:00.000	16	4479 Whittlesea Lodge Whittlesea	Aged Care
2021-12-27 00:00:00.000	16	4479 Whittlesea Lodge Whittlesea	Aged Care
2021-12-28 00:00:00.000	16	4479 Whittlesea Lodge Whittlesea	Aged Care
2021-11-16 00:00:00.000	16	3825 TLC Forest Lodge Residential Aged Care Frankston North	Aged Care
2021-11-18 00:00:00.000	16	3825 TLC Forest Lodge Residential Aged Care Frankston North	Aged Care
2021-12-21 00:00:00.000	16	Cardinia Waters Retirement Village Pakenham	Aged Care
2021-10-20 00:00:00.000	16	4075 Homestyle Aged Care Ferndale Gardens Aged Care Services Bayswater North	Aged Care
2021-11-19 00:00:00.000	16	3825 TLC Forest Lodge Residential Aged Care Frankston North	Aged Care
2021-11-11 00:00:00.000	16	3376 Royal Freemasons Coppin Centre Melbourne	Aged Care
2021-12-21 00:00:00.000	16	4257 BlueCross The Gables Camberwell	Aged Care
2021-12-23 00:00:00.000	16	4257 BlueCross The Gables Camberwell	Aged Care
2021-12-18 00:00:00.000	16	3646 Mornington Bay Care Community Mount Martha	Aged Care
2021-12-30 00:00:00.000	16	4257 BlueCross The Gables Camberwell	Aged Care
2021-12-29 00:00:00.000	16	4257 BlueCross The Gables Camberwell	Aged Care
2021-12-16 00:00:00.000	16	4257 BlueCross The Gables Camberwell	Aged Care
2021-12-17 00:00:00.000	16	3646 Mornington Bay Care Community Mount Martha	Aged Care
2021-12-17 00:00:00.000	16	4257 BlueCross The Gables Camberwell	Aged Care
2021-12-31 00:00:00.000	16	4257 BlueCross The Gables Camberwell	Aged Care
2021-12-18 00:00:00.000	16	4257 BlueCross The Gables Camberwell	Aged Care
2021-12-28 00:00:00.000	16	4257 BlueCross The Gables Camberwell	Aged Care
2021-12-26 00:00:00.000	16	4257 BlueCross The Gables Camberwell	Aged Care
2021-12-20 00:00:00.000	16	4257 BlueCross The Gables Camberwell	Aged Care
2021-12-19 00:00:00.000	16	4257 BlueCross The Gables Camberwell	Aged Care
2021-12-23 00:00:00.000	16	Cardinia Waters Retirement Village Pakenham	Aged Care
2021-12-22 00:00:00.000	16	4257 BlueCross The Gables Camberwell	Aged Care
2021-12-24 00:00:00.000	16	4257 BlueCross The Gables Camberwell	Aged Care
2021-12-24 00:00:00.000	16	Cardinia Waters Retirement Village Pakenham	Aged Care
2021-12-01 00:00:00.000	16	3939 Bupa Aged Care Eastwood	Aged Care
2021-12-22 00:00:00.000	16	3647 Aurrum Aged Care Reservoir	Aged Care
2021-10-22 00:00:00.000	16	3528 Ottoman Village Aged Care Broadmeadows	Aged Care
2021-12-19 00:00:00.000	16	4295 Hope Aged Care Sunshine West	Aged Care
2021-12-01 00:00:00.000	16	4295 Hope Aged Care Sunshine West	Aged Care
2021-12-20 00:00:00.000	16	4295 Hope Aged Care Sunshine West	Aged Care
2021-12-26 00:00:00.000	16	4314 Estia Health Ardeer	Aged Care
2021-12-14 00:00:00.000	16	4295 Hope Aged Care Sunshine West	Aged Care
2021-12-18 00:00:00.000	16	3564 Waverley Valley Aged Care Glen Waverley	Aged Care
2021-10-15 00:00:00.000	16	3175 The Bays Aged Care Facility Hastings	Aged Care
2021-12-21 00:00:00.000	16	3647 Aurrum Aged Care Reservoir	Aged Care
2021-12-16 00:00:00.000	16	4295 Hope Aged Care Sunshine West	Aged Care
2021-12-16 00:00:00.000	16	3564 Waverley Valley Aged Care Glen Waverley	Aged Care
2021-12-18 00:00:00.000	16	4295 Hope Aged Care Sunshine West	Aged Care
2021-12-17 00:00:00.000	16	3564 Waverley Valley Aged Care Glen Waverley	Aged Care
2021-11-21 00:00:00.000	16	4574 Village Glen Aged Care Residences Mornington	Aged Care
2021-10-12 00:00:00.000	16	4075 Ferndale Gardens Aged Care Services Bayswater North	Aged Care
2021-11-20 00:00:00.000	16	4574 Village Glen Aged Care Residences Mornington	Aged Care
2021-10-13 00:00:00.000	16	3175 The Bays Aged Care Facility Hastings	Aged Care
2021-12-15 00:00:00.000	16	4295 Hope Aged Care Sunshine West	Aged Care
2021-10-17 00:00:00.000	16	3153 Sacred Heart Community St Kilda Tier 1B	Aged Care
2021-10-13 00:00:00.000	16	4075 Ferndale Gardens Aged Care Services Bayswater North	Aged Care
2021-11-14 00:00:00.000	15	3825 TLC Forest Lodge Residential Aged Care Frankston North	Aged Care
2021-10-30 00:00:00.000	15	3961 Heritage Water Gardens Aged Care Facility Sydenham	Aged Care
2021-10-31 00:00:00.000	15	3961 Heritage Water Gardens Aged Care Facility Sydenham	Aged Care
2021-11-02 00:00:00.000	15	3961 Heritage Care Water Gardens Aged Care Facility Sydenham	Aged Care
2021-11-15 00:00:00.000	15	3825 TLC Forest Lodge Residential Aged Care Frankston North	Aged Care
2021-10-26 00:00:00.000	15	3684 Homestyle Aged Care Langford Grange Cranbourne East	Aged Care
2021-12-23 00:00:00.000	15	4479 Whittlesea Lodge Whittlesea	Aged Care
2021-10-25 00:00:00.000	15	3684 Homestyle Aged Care Langford Grange Cranbourne East	Aged Care
2021-12-29 00:00:00.000	15	4479 Whittlesea Lodge Whittlesea	Aged Care
2021-12-26 00:00:00.000	15	4479 Whittlesea Lodge Whittlesea	Aged Care
2021-12-31 00:00:00.000	15	4479 Whittlesea Lodge Whittlesea	Aged Care
2021-12-30 00:00:00.000	15	4479 Whittlesea Lodge Whittlesea	Aged Care
2021-12-17 00:00:00.000	15	4295 Hope Aged Care Sunshine West	Aged Care
2021-12-02 00:00:00.000	15	Bupa Aged Care Eastwood	Aged Care
2021-11-30 00:00:00.000	15	3939 Bupa Aged Care Eastwood	Aged Care
2021-10-27 00:00:00.000	15	3684 Homestyle Aged Care Langford Grange Cranbourne East	Aged Care
2021-11-24 00:00:00.000	15	3323 Villa Maria Catholic Homes St Bernadette's Aged Care Sunshine North	Aged Care
2021-12-24 00:00:00.000	15	Warbuton Lodge Warbuton	Aged Care
2021-10-22 00:00:00.000	15	3652 Regis Aged Care Dandenong North	Aged Care
2021-12-21 00:00:00.000	15	4295 Hope Aged Care Sunshine West	Aged Care
2021-11-19 00:00:00.000	15	3323 Villa Maria Catholic Homes St Bernadette's Aged Care Sunshine North	Aged Care
2021-12-19 00:00:00.000	15	3564 Waverley Valley Aged Care Glen Waverley	Aged Care
2021-11-28 00:00:00.000	15	4574 Village Glen Aged Care Residences Mornington	Aged Care
2021-11-25 00:00:00.000	15	3323 Villa Maria Catholic Homes St Bernadette's Aged Care Sunshine North	Aged Care
2021-12-26 00:00:00.000	15	4295 Hope Aged Care Sunshine West	Aged Care
2021-11-28 00:00:00.000	15	3321 Rochester and Elmore District Health Service Yalunkan Aged Care Hostel Rochester	Aged Care
2021-12-22 00:00:00.000	15	4295 Hope Aged Care Sunshine West	Aged Care
2021-11-27 00:00:00.000	15	4574 Village Glen Aged Care ResidencesMornington	Aged Care
2021-10-16 00:00:00.000	15	3153 Sacred Heart Community St Kilda Tier 1B	Aged Care
2021-10-24 00:00:00.000	15	3684 Homestyle Aged Care Langford Grange Cranbourne East	Aged Care
2021-10-23 00:00:00.000	15	3684 Homestyle Aged Care Langford Grange Cranbourne East	Aged Care
2021-10-16 00:00:00.000	15	3175 The Bays Aged Care Facility Hastings	Aged Care
2021-10-17 00:00:00.000	15	4518 Regis Aged Care Fawkner	Aged Care
2021-12-02 00:00:00.000	14	BlueCross Elly Kay Mordialloc	Aged Care
2021-12-10 00:00:00.000	14	3646 Mornington Bay Care Community Mount Martha	Aged Care
2021-12-11 00:00:00.000	14	Mornington Bay Care Community Mount Martha	Aged Care
